Workbook Sheet,Workbook Row,Metric,Level,Location Type,Location,Original Division,Final Division,Report Geography,Mapping Status,Confidence,Matched Evidence,Hierarchy Path
Learning,23,Leader Effectiveness,2,Costing Company,1000 AdventHealth Hendersonville,Multistate Division Cost Centers by Reporting Hierarchy,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,South East Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South East Region Cost Centers by Reporting Hierarchy > 1000 AdventHealth Hendersonville
Learning,24,Leader Effectiveness,2,Costing Company,1001 AdventHealth Manchester,Multistate Division Cost Centers by Reporting Hierarchy,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,South East Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South East Region Cost Centers by Reporting Hierarchy > 1001 AdventHealth Manchester
Learning,25,Leader Effectiveness,2,Costing Company,1003 AdventHealth Polk,Multistate Division Cost Centers by Reporting Hierarchy,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,South East Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South East Region Cost Centers by Reporting Hierarchy > 1003 AdventHealth Polk
Learning,26,Leader Effectiveness,2,Costing Company,1004 UChicago Medicine AdventHealth Hinsdale,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Great Lakes Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Great Lakes Region Cost Centers by Reporting Hierarchy > 1004 UChicago Medicine AdventHealth Hinsdale
Learning,27,Leader Effectiveness,2,Costing Company,1005 UChicago Medicine AdventHealth La Grange,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Great Lakes Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Great Lakes Region Cost Centers by Reporting Hierarchy > 1005 UChicago Medicine AdventHealth La Grange
Learning,28,Leader Effectiveness,2,Costing Company,1006 UChicago Medicine AdventHealth Bolingbrook,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Great Lakes Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Great Lakes Region Cost Centers by Reporting Hierarchy > 1006 UChicago Medicine AdventHealth Bolingbrook
Learning,29,Leader Effectiveness,2,Costing Company,1007 UChicago Medicine AdventHealth GlenOaks,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Great Lakes Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Great Lakes Region Cost Centers by Reporting Hierarchy > 1007 UChicago Medicine AdventHealth GlenOaks
Learning,30,Leader Effectiveness,2,Costing Company,1009 UChicago Medicine AdventHealth Medical Group,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Great Lakes Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Great Lakes Region Cost Centers by Reporting Hierarchy > 1009 UChicago Medicine AdventHealth Medical Group
Learning,31,Leader Effectiveness,2,Costing Company,1010 AdventHealth Durand,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Mid America Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Mid America Region Cost Centers by Reporting Hierarchy > 1010 AdventHealth Durand
Learning,32,Leader Effectiveness,2,Costing Company,1011 Texas Health Medical Associates,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,South West Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South West Region Cost Centers by Reporting Hierarchy > 1011 Texas Health Medical Associates
Learning,33,Leader Effectiveness,2,Costing Company,1012 Adventist Hlth System Texas Inc,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,South West Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South West Region Cost Centers by Reporting Hierarchy > 1012 Adventist Hlth System Texas Inc
Learning,34,Leader Effectiveness,2,Costing Company,1013 Texas Health Huguley Hospital,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,South West Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South West Region Cost Centers by Reporting Hierarchy > 1013 Texas Health Huguley Hospital
Learning,35,Leader Effectiveness,2,Costing Company,1014 Texas Health Huguley Surgery Center,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,South West Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South West Region Cost Centers by Reporting Hierarchy > 1014 Texas Health Huguley Surgery Center
Learning,36,Leader Effectiveness,2,Costing Company,1015 Texas Health Hospital Mansfield,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,South West Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South West Region Cost Centers by Reporting Hierarchy > 1015 Texas Health Hospital Mansfield
Learning,37,Leader Effectiveness,2,Costing Company,1016 AdventHealth Central Texas,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,South West Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South West Region Cost Centers by Reporting Hierarchy > 1016 AdventHealth Central Texas
Learning,38,Leader Effectiveness,2,Costing Company,1017 AdventHealth Rollins Brook,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,South West Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South West Region Cost Centers by Reporting Hierarchy > 1017 AdventHealth Rollins Brook
Learning,39,Leader Effectiveness,2,Costing Company,1018 AdventHealth Medical Group Central Texas,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,South West Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South West Region Cost Centers by Reporting Hierarchy > 1018 AdventHealth Medical Group Central Texas
Learning,40,Leader Effectiveness,2,Costing Company,1021 Family Medicine Rural Health Clinic Lampasas,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,South West Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South West Region Cost Centers by Reporting Hierarchy > 1021 Family Medicine Rural Health Clinic Lampasas
Learning,41,Leader Effectiveness,2,Costing Company,1022 AdventHealth Gordon,Multistate Division Cost Centers by Reporting Hierarchy,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,South East Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South East Region Cost Centers by Reporting Hierarchy > 1022 AdventHealth Gordon
Learning,42,Leader Effectiveness,2,Costing Company,1023 AdventHealth Murray,Multistate Division Cost Centers by Reporting Hierarchy,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,South East Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South East Region Cost Centers by Reporting Hierarchy > 1023 AdventHealth Murray
Learning,43,Leader Effectiveness,2,Costing Company,1024 AdventHealth Redmond,Multistate Division Cost Centers by Reporting Hierarchy,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,South East Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South East Region Cost Centers by Reporting Hierarchy > 1024 AdventHealth Redmond
Learning,44,Leader Effectiveness,2,Costing Company,1025 AdventHealth Medical Group Georgia,Multistate Division Cost Centers by Reporting Hierarchy,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,South East Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South East Region Cost Centers by Reporting Hierarchy > 1025 AdventHealth Medical Group Georgia
Learning,45,Leader Effectiveness,2,Costing Company,1027 Surgicare of Rome Inc,Multistate Division Cost Centers by Reporting Hierarchy,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,South East Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South East Region Cost Centers by Reporting Hierarchy > 1027 Surgicare of Rome Inc
Learning,46,Leader Effectiveness,2,Costing Company,1029 AdventHealth Porter,Multistate Division Cost Centers by Reporting Hierarchy,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Rocky Mountain Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Rocky Mountain Region Cost Centers by Reporting Hierarchy > 1029 AdventHealth Porter
Learning,47,Leader Effectiveness,2,Costing Company,1030 AdventHealth Avista,Multistate Division Cost Centers by Reporting Hierarchy,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Rocky Mountain Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Rocky Mountain Region Cost Centers by Reporting Hierarchy > 1030 AdventHealth Avista
Learning,48,Leader Effectiveness,2,Costing Company,1031 AdventHealth Littleton,Multistate Division Cost Centers by Reporting Hierarchy,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Rocky Mountain Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Rocky Mountain Region Cost Centers by Reporting Hierarchy > 1031 AdventHealth Littleton
Learning,49,Leader Effectiveness,2,Costing Company,1032 AdventHealth Parker,Multistate Division Cost Centers by Reporting Hierarchy,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Rocky Mountain Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Rocky Mountain Region Cost Centers by Reporting Hierarchy > 1032 AdventHealth Parker
Learning,50,Leader Effectiveness,2,Costing Company,1033 AdventHealth Castle Rock,Multistate Division Cost Centers by Reporting Hierarchy,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Rocky Mountain Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Rocky Mountain Region Cost Centers by Reporting Hierarchy > 1033 AdventHealth Castle Rock
Learning,51,Leader Effectiveness,2,Costing Company,1038 AdventHealth Shawnee Mission,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Mid America Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Mid America Region Cost Centers by Reporting Hierarchy > 1038 AdventHealth Shawnee Mission
Learning,52,Leader Effectiveness,2,Costing Company,1039 AdventHealth South Overland Park,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Mid America Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Mid America Region Cost Centers by Reporting Hierarchy > 1039 AdventHealth South Overland Park
Learning,53,Leader Effectiveness,2,Costing Company,1041 AdventHealth Surgery Center Prairie Star,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Mid America Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Mid America Region Cost Centers by Reporting Hierarchy > 1041 AdventHealth Surgery Center Prairie Star
Learning,54,Leader Effectiveness,2,Costing Company,1042 AdventHealth Surgery Center Shawnee Mission,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Mid America Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Mid America Region Cost Centers by Reporting Hierarchy > 1042 AdventHealth Surgery Center Shawnee Mission
Learning,55,Leader Effectiveness,2,Costing Company,1043 The Bariatric Center of Kansas City,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Mid America Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Mid America Region Cost Centers by Reporting Hierarchy > 1043 The Bariatric Center of Kansas City
Learning,56,Leader Effectiveness,2,Costing Company,1044 AdventHealth Ottawa,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Mid America Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Mid America Region Cost Centers by Reporting Hierarchy > 1044 AdventHealth Ottawa
Learning,57,Leader Effectiveness,2,Costing Company,1045 AdventHealth Orlando,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,CONFIRMED_FACILITY_TO_DIVISION,high,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando
Learning,58,Leader Effectiveness,2,Costing Company,1046 AdventHealth Heart of Florida,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Heart of Florida,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1046 AdventHealth Heart of Florida
Learning,59,Leader Effectiveness,2,Costing Company,1047 AdventHealth Lake Wales,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Lake Wales,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1047 AdventHealth Lake Wales
Learning,60,Leader Effectiveness,2,Costing Company,1049 AdventHealth Total Health Management,Primary Health Division Cost Centers by Reporting Hierarchy,PHD,N/A,ORGANIZATIONAL_PARENT_PHD,high,Primary Health Division Cost Centers by Reporting Hierarchy,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy > Primary Health Cost Centers by Reporting Hierarchy > 1049 AdventHealth Total Health Management
Learning,61,Leader Effectiveness,2,Costing Company,1050 Healthfirst AdventHealth Centra Care,Primary Health Division Cost Centers by Reporting Hierarchy,PHD,N/A,ORGANIZATIONAL_PARENT_PHD,high,Primary Health Division Cost Centers by Reporting Hierarchy,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy > Primary Health Cost Centers by Reporting Hierarchy > 1050 Healthfirst AdventHealth Centra Care
Learning,62,Leader Effectiveness,2,Costing Company,1052 AdventHealth Medical Group Central Florida,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,CONFIRMED_DIRECT_DIVISION,high,central florida division cost centers by reporting hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1052 AdventHealth Medical Group Central Florida
Learning,63,Leader Effectiveness,2,Costing Company,1053 AdventHealth University,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,CONFIRMED_DIRECT_DIVISION,high,central florida division cost centers by reporting hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1053 AdventHealth University
Learning,64,Leader Effectiveness,2,Costing Company,1054 AdventHealth Imaging Central Florida,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,CONFIRMED_DIRECT_DIVISION,high,central florida division cost centers by reporting hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1054 AdventHealth Imaging Central Florida
Learning,65,Leader Effectiveness,2,Costing Company,1057 AdventHealth Home Health and Hospice Inc,Primary Health Division Cost Centers by Reporting Hierarchy,PHD,N/A,ORGANIZATIONAL_PARENT_PHD,high,Primary Health Division Cost Centers by Reporting Hierarchy,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy > Primary Health Cost Centers by Reporting Hierarchy > 1057 AdventHealth Home Health and Hospice Inc
Learning,66,Leader Effectiveness,2,Costing Company,1059 AdventHealth Tampa,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Tampa,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1059 AdventHealth Tampa
Learning,67,Leader Effectiveness,2,Costing Company,1060 AdventHealth Ocala,Florida Division Cost Centers by Reporting Hierarchy,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,Ocala,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > East Florida Division Cost Centers by Reporting Hierarchy > 1060 AdventHealth Ocala
Learning,68,Leader Effectiveness,2,Costing Company,1062 AdventHealth Carrollwood,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Carrollwood,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1062 AdventHealth Carrollwood
Learning,69,Leader Effectiveness,2,Costing Company,1063 AdventHealth Riverview,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Riverview,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview
Learning,70,Leader Effectiveness,2,Costing Company,1064 AdventHealth Connerton,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Connerton,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1064 AdventHealth Connerton
Learning,71,Leader Effectiveness,2,Costing Company,1065 AdventHealth Medical Group West Florida,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,CONFIRMED_DIRECT_DIVISION,high,west florida division cost centers by reporting hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1065 AdventHealth Medical Group West Florida
Learning,72,Leader Effectiveness,2,Costing Company,1066 AdventHealth Wesley Chapel,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Wesley Chapel,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1066 AdventHealth Wesley Chapel
Learning,73,Leader Effectiveness,2,Costing Company,1067 AdventHealth Zephyrhills,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Zephyrhills,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1067 AdventHealth Zephyrhills
Learning,74,Leader Effectiveness,2,Costing Company,1068 AdventHealth Dade City,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Dade City,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1068 AdventHealth Dade City
Learning,75,Leader Effectiveness,2,Costing Company,1070 AdventHealth Imaging West Florida,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,CONFIRMED_DIRECT_DIVISION,high,west florida division cost centers by reporting hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1070 AdventHealth Imaging West Florida
Learning,76,Leader Effectiveness,2,Costing Company,1072 AdventHealth Daytona Beach,Florida Division Cost Centers by Reporting Hierarchy,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,Daytona Beach,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > East Florida Division Cost Centers by Reporting Hierarchy > 1072 AdventHealth Daytona Beach
Learning,77,Leader Effectiveness,2,Costing Company,1073 AdventHealth Medical Group East Florida,Florida Division Cost Centers by Reporting Hierarchy,EFD,EFD,CONFIRMED_DIRECT_DIVISION,high,east florida division cost centers by reporting hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > East Florida Division Cost Centers by Reporting Hierarchy > 1073 AdventHealth Medical Group East Florida
Learning,78,Leader Effectiveness,2,Costing Company,1077 AdventHealth DeLand,Florida Division Cost Centers by Reporting Hierarchy,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,DeLand,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > East Florida Division Cost Centers by Reporting Hierarchy > 1077 AdventHealth DeLand
Learning,79,Leader Effectiveness,2,Costing Company,1078 AdventHealth New Smyrna Beach,Florida Division Cost Centers by Reporting Hierarchy,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,New Smyrna Beach,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > East Florida Division Cost Centers by Reporting Hierarchy > 1078 AdventHealth New Smyrna Beach
Learning,80,Leader Effectiveness,2,Costing Company,1079 AdventHealth Fish Memorial,Florida Division Cost Centers by Reporting Hierarchy,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,Fish Memorial,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > East Florida Division Cost Centers by Reporting Hierarchy > 1079 AdventHealth Fish Memorial
Learning,81,Leader Effectiveness,2,Costing Company,1081 AdventHealth Palm Coast,Florida Division Cost Centers by Reporting Hierarchy,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,Palm Coast,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > East Florida Division Cost Centers by Reporting Hierarchy > 1081 AdventHealth Palm Coast
Learning,82,Leader Effectiveness,2,Costing Company,1082 AdventHealth Palm Coast Parkway,Florida Division Cost Centers by Reporting Hierarchy,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,Palm Coast Parkway,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > East Florida Division Cost Centers by Reporting Hierarchy > 1082 AdventHealth Palm Coast Parkway
Learning,83,Leader Effectiveness,2,Costing Company,1083 AdventHealth Waterman,Florida Division Cost Centers by Reporting Hierarchy,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,Waterman,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > East Florida Division Cost Centers by Reporting Hierarchy > 1083 AdventHealth Waterman
Learning,84,Leader Effectiveness,2,Costing Company,1084 AdventHealth North Pinellas,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,North Pinellas,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1084 AdventHealth North Pinellas
Learning,85,Leader Effectiveness,2,Costing Company,1085 AdventHealth Sebring,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Sebring,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1085 AdventHealth Sebring
Learning,86,Leader Effectiveness,2,Costing Company,1086 AdventHealth Wauchula,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Wauchula,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1086 AdventHealth Wauchula
Learning,87,Leader Effectiveness,2,Costing Company,1087 AdventHealth Primary Care Network,Primary Health Division Cost Centers by Reporting Hierarchy,PHD,N/A,ORGANIZATIONAL_PARENT_PHD,high,Primary Health Division Cost Centers by Reporting Hierarchy,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy > Primary Health Cost Centers by Reporting Hierarchy > 1087 AdventHealth Primary Care Network
Learning,88,Leader Effectiveness,2,Costing Company,1088 AdventHealth Corporate,Corporate Services Division Cost Centers by Reporting Hierarchy,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,ORGANIZATIONAL_PARENT_CORPORATE_SERVICES,high,Corporate Services Division Cost Centers by Reporting Hierarchy,AdventHealth > Corporate Services Division Cost Centers by Reporting Hierarchy > Home Office Cost Centers by Reporting Hierarchy > 1088 AdventHealth Corporate
Learning,89,Leader Effectiveness,2,Costing Company,1091 AdventHealth Information Technology,Corporate Services Division Cost Centers by Reporting Hierarchy,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,ORGANIZATIONAL_PARENT_CORPORATE_SERVICES,high,Corporate Services Division Cost Centers by Reporting Hierarchy,AdventHealth > Corporate Services Division Cost Centers by Reporting Hierarchy > AIT Cost Centers by Reporting Hierarchy > 1091 AdventHealth Information Technology
Learning,90,Leader Effectiveness,2,Costing Company,1094 AdventHealth Well 65 Plus,Primary Health Division Cost Centers by Reporting Hierarchy,PHD,N/A,ORGANIZATIONAL_PARENT_PHD,high,Primary Health Division Cost Centers by Reporting Hierarchy,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy > Primary Health Cost Centers by Reporting Hierarchy > 1094 AdventHealth Well 65 Plus
Learning,91,Leader Effectiveness,2,Costing Company,1096 Florida Hospital Healthcare System Inc,Primary Health Division Cost Centers by Reporting Hierarchy,PHD,N/A,ORGANIZATIONAL_PARENT_PHD,high,Primary Health Division Cost Centers by Reporting Hierarchy,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy > Primary Health Cost Centers by Reporting Hierarchy > 1096 Florida Hospital Healthcare System Inc
Learning,92,Leader Effectiveness,2,Costing Company,1105 AdventHealth Centra Care,Primary Health Division Cost Centers by Reporting Hierarchy,PHD,N/A,ORGANIZATIONAL_PARENT_PHD,high,Primary Health Division Cost Centers by Reporting Hierarchy,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy > Primary Health Cost Centers by Reporting Hierarchy > 1105 AdventHealth Centra Care
Learning,93,Leader Effectiveness,2,Costing Company,1106 Portercare Adventist Health System,Multistate Division Cost Centers by Reporting Hierarchy,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Rocky Mountain Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Rocky Mountain Region Cost Centers by Reporting Hierarchy > 1106 Portercare Adventist Health System
Learning,94,Leader Effectiveness,2,Costing Company,1108 Family Medicine Rural Health Clinic Copperas,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,South West Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South West Region Cost Centers by Reporting Hierarchy > 1108 Family Medicine Rural Health Clinic Copperas
Learning,95,Leader Effectiveness,2,Costing Company,1148 AdventHealth Hospice,Primary Health Division Cost Centers by Reporting Hierarchy,PHD,N/A,ORGANIZATIONAL_PARENT_PHD,high,Primary Health Division Cost Centers by Reporting Hierarchy,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy > Primary Health Cost Centers by Reporting Hierarchy > 1148 AdventHealth Hospice
