sheet,row,metric,level,location_type,location,real_division,rough_division,recommended_division,confidence,mapping_status,evidence,hierarchy_path,report_support,real_value,rough_value,goal,data_as_of,changed_fields
Learning,15,Internal Leader Fill Rate,2,Region,South East Region Cost Centers by Reporting Hierarchy,Multistate Division Cost Centers by Reporting Hierarchy,MSD 1,MSD 1,high,CONFIRMED_REGION_TO_DIVISION,South East Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South East Region Cost Centers by Reporting Hierarchy,Canonical match to a region grouping in the June report,77.2%,77.2%,N/A,Jul 2026,Division
Learning,16,Internal Leader Fill Rate,2,Region,South West Region Cost Centers by Reporting Hierarchy,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,high,CONFIRMED_REGION_TO_DIVISION,South West Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South West Region Cost Centers by Reporting Hierarchy,Canonical match to a region grouping in the June report,78.6%,78.6%,N/A,Jul 2026,Division
Learning,17,Internal Leader Fill Rate,2,Region,West Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_DIRECT_DIVISION,west florida division cost centers by reporting hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy,Canonical match to a division heading in the June report,73.4%,73.4%,N/A,Jul 2026,Division
Learning,18,Leader Effectiveness,0,Corporate,AdventHealth,N/A,N/A,N/A,low,UNRESOLVED_PRESERVED,,AdventHealth,Preserved or unresolved; no report-backed conversion.,85.8,85.8,>=81.000000000000,Mar 2026,none
Learning,19,Leader Effectiveness,1,Division,Corporate Services Division Cost Centers by Reporting Hierarchy,Corporate Services Division Cost Centers by Reporting Hierarchy,Corporate Services Division Cost Centers by Reporting Hierarchy,Corporate Services Division Cost Centers by Reporting Hierarchy,low,UNSUPPORTED_CORPORATE_SERVICES_PRESERVED,corporate services division cost centers by reporting hierarchy,AdventHealth > Corporate Services Division Cost Centers by Reporting Hierarchy,Preserved or unresolved; no report-backed conversion.,90.5,90.5,>=81.000000000000,Mar 2026,none
Learning,20,Leader Effectiveness,1,Division,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,low,ORIGINAL_DIVISION_PRESERVED,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy,Preserved or unresolved; no report-backed conversion.,85.2,85.2,>=81.000000000000,Mar 2026,none
Learning,21,Leader Effectiveness,1,Division,Multistate Division Cost Centers by Reporting Hierarchy,Multistate Division Cost Centers by Reporting Hierarchy,Multistate Division Cost Centers by Reporting Hierarchy,Multistate Division Cost Centers by Reporting Hierarchy,low,ORIGINAL_DIVISION_PRESERVED,Multistate Division Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy,Preserved or unresolved; no report-backed conversion.,84.8,84.8,>=81.000000000000,Mar 2026,none
Learning,22,Leader Effectiveness,1,Division,Primary Health Division Cost Centers by Reporting Hierarchy,Primary Health Division Cost Centers by Reporting Hierarchy,PHD,PHD,high,CONFIRMED_DIRECT_DIVISION,primary health division cost centers by reporting hierarchy,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy,Canonical match to a division heading in the June report,86.0,86.0,>=81.000000000000,Mar 2026,Division
Learning,23,Leader Effectiveness,2,Costing Company,1000 AdventHealth Hendersonville,Multistate Division Cost Centers by Reporting Hierarchy,MSD 1,MSD 1,high,CONFIRMED_REGION_TO_DIVISION,South East Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South East Region Cost Centers by Reporting Hierarchy > 1000 AdventHealth Hendersonville,Canonical match to a region grouping in the June report,86.2,86.2,>=81.000000000000,Mar 2026,Division
Learning,24,Leader Effectiveness,2,Costing Company,1001 AdventHealth Manchester,Multistate Division Cost Centers by Reporting Hierarchy,MSD 1,MSD 1,high,CONFIRMED_REGION_TO_DIVISION,South East Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South East Region Cost Centers by Reporting Hierarchy > 1001 AdventHealth Manchester,Canonical match to a region grouping in the June report,89.8,89.8,>=81.000000000000,Mar 2026,Division
Learning,25,Leader Effectiveness,2,Costing Company,1003 AdventHealth Polk,Multistate Division Cost Centers by Reporting Hierarchy,MSD 1,MSD 1,high,CONFIRMED_REGION_TO_DIVISION,South East Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South East Region Cost Centers by Reporting Hierarchy > 1003 AdventHealth Polk,Canonical match to a region grouping in the June report,84.8,84.8,>=81.000000000000,Mar 2026,Division
Learning,26,Leader Effectiveness,2,Costing Company,1004 UChicago Medicine AdventHealth Hinsdale,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,high,CONFIRMED_REGION_TO_DIVISION,Great Lakes Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Great Lakes Region Cost Centers by Reporting Hierarchy > 1004 UChicago Medicine AdventHealth Hinsdale,Canonical match to a region grouping in the June report,86.0,86.0,>=81.000000000000,Mar 2026,Division
Learning,27,Leader Effectiveness,2,Costing Company,1005 UChicago Medicine AdventHealth La Grange,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,high,CONFIRMED_REGION_TO_DIVISION,Great Lakes Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Great Lakes Region Cost Centers by Reporting Hierarchy > 1005 UChicago Medicine AdventHealth La Grange,Canonical match to a region grouping in the June report,84.8,84.8,>=81.000000000000,Mar 2026,Division
Learning,28,Leader Effectiveness,2,Costing Company,1006 UChicago Medicine AdventHealth Bolingbrook,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,high,CONFIRMED_REGION_TO_DIVISION,Great Lakes Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Great Lakes Region Cost Centers by Reporting Hierarchy > 1006 UChicago Medicine AdventHealth Bolingbrook,Canonical match to a region grouping in the June report,84.0,84.0,>=81.000000000000,Mar 2026,Division
Learning,29,Leader Effectiveness,2,Costing Company,1007 UChicago Medicine AdventHealth GlenOaks,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,high,CONFIRMED_REGION_TO_DIVISION,Great Lakes Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Great Lakes Region Cost Centers by Reporting Hierarchy > 1007 UChicago Medicine AdventHealth GlenOaks,Canonical match to a region grouping in the June report,83.2,83.2,>=81.000000000000,Mar 2026,Division
Learning,30,Leader Effectiveness,2,Costing Company,1009 UChicago Medicine AdventHealth Medical Group,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,high,CONFIRMED_REGION_TO_DIVISION,Great Lakes Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Great Lakes Region Cost Centers by Reporting Hierarchy > 1009 UChicago Medicine AdventHealth Medical Group,Canonical match to a region grouping in the June report,84.5,84.5,>=81.000000000000,Mar 2026,Division
Learning,31,Leader Effectiveness,2,Costing Company,1010 AdventHealth Durand,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,high,CONFIRMED_REGION_TO_DIVISION,Mid America Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Mid America Region Cost Centers by Reporting Hierarchy > 1010 AdventHealth Durand,Canonical match to a region grouping in the June report,87.0,87.0,>=81.000000000000,Mar 2026,Division
Learning,32,Leader Effectiveness,2,Costing Company,1011 Texas Health Medical Associates,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,high,CONFIRMED_REGION_TO_DIVISION,South West Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South West Region Cost Centers by Reporting Hierarchy > 1011 Texas Health Medical Associates,Canonical match to a region grouping in the June report,92.2,92.2,>=81.000000000000,Mar 2026,Division
Learning,33,Leader Effectiveness,2,Costing Company,1012 Adventist Hlth System Texas Inc,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,high,CONFIRMED_REGION_TO_DIVISION,South West Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South West Region Cost Centers by Reporting Hierarchy > 1012 Adventist Hlth System Texas Inc,Canonical match to a region grouping in the June report,95.8,95.8,>=81.000000000000,Mar 2026,Division
Learning,34,Leader Effectiveness,2,Costing Company,1013 Texas Health Huguley Hospital,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,high,CONFIRMED_REGION_TO_DIVISION,South West Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South West Region Cost Centers by Reporting Hierarchy > 1013 Texas Health Huguley Hospital,Canonical match to a region grouping in the June report,86.0,86.0,>=81.000000000000,Mar 2026,Division
Learning,35,Leader Effectiveness,2,Costing Company,1014 Texas Health Huguley Surgery Center,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,high,CONFIRMED_REGION_TO_DIVISION,South West Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South West Region Cost Centers by Reporting Hierarchy > 1014 Texas Health Huguley Surgery Center,Canonical match to a region grouping in the June report,97.2,97.2,>=81.000000000000,Mar 2026,Division
Learning,36,Leader Effectiveness,2,Costing Company,1015 Texas Health Hospital Mansfield,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,high,CONFIRMED_REGION_TO_DIVISION,South West Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South West Region Cost Centers by Reporting Hierarchy > 1015 Texas Health Hospital Mansfield,Canonical match to a region grouping in the June report,85.2,85.2,>=81.000000000000,Mar 2026,Division
Learning,37,Leader Effectiveness,2,Costing Company,1016 AdventHealth Central Texas,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,high,CONFIRMED_REGION_TO_DIVISION,South West Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South West Region Cost Centers by Reporting Hierarchy > 1016 AdventHealth Central Texas,Canonical match to a region grouping in the June report,84.2,84.2,>=81.000000000000,Mar 2026,Division
Learning,38,Leader Effectiveness,2,Costing Company,1017 AdventHealth Rollins Brook,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,high,CONFIRMED_REGION_TO_DIVISION,South West Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South West Region Cost Centers by Reporting Hierarchy > 1017 AdventHealth Rollins Brook,Canonical match to a region grouping in the June report,89.2,89.2,>=81.000000000000,Mar 2026,Division
Learning,39,Leader Effectiveness,2,Costing Company,1018 AdventHealth Medical Group Central Texas,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,high,CONFIRMED_REGION_TO_DIVISION,South West Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South West Region Cost Centers by Reporting Hierarchy > 1018 AdventHealth Medical Group Central Texas,Canonical match to a region grouping in the June report,88.8,88.8,>=81.000000000000,Mar 2026,Division
Learning,40,Leader Effectiveness,2,Costing Company,1021 Family Medicine Rural Health Clinic Lampasas,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,high,CONFIRMED_REGION_TO_DIVISION,South West Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South West Region Cost Centers by Reporting Hierarchy > 1021 Family Medicine Rural Health Clinic Lampasas,Canonical match to a region grouping in the June report,73.2,73.2,>=81.000000000000,Mar 2026,Division
Learning,41,Leader Effectiveness,2,Costing Company,1022 AdventHealth Gordon,Multistate Division Cost Centers by Reporting Hierarchy,MSD 1,MSD 1,high,CONFIRMED_REGION_TO_DIVISION,South East Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South East Region Cost Centers by Reporting Hierarchy > 1022 AdventHealth Gordon,Canonical match to a region grouping in the June report,85.8,85.8,>=81.000000000000,Mar 2026,Division
Learning,42,Leader Effectiveness,2,Costing Company,1023 AdventHealth Murray,Multistate Division Cost Centers by Reporting Hierarchy,MSD 1,MSD 1,high,CONFIRMED_REGION_TO_DIVISION,South East Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South East Region Cost Centers by Reporting Hierarchy > 1023 AdventHealth Murray,Canonical match to a region grouping in the June report,84.5,84.5,>=81.000000000000,Mar 2026,Division
Learning,43,Leader Effectiveness,2,Costing Company,1024 AdventHealth Redmond,Multistate Division Cost Centers by Reporting Hierarchy,MSD 1,MSD 1,high,CONFIRMED_REGION_TO_DIVISION,South East Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South East Region Cost Centers by Reporting Hierarchy > 1024 AdventHealth Redmond,Canonical match to a region grouping in the June report,85.0,85.0,>=81.000000000000,Mar 2026,Division
Learning,44,Leader Effectiveness,2,Costing Company,1025 AdventHealth Medical Group Georgia,Multistate Division Cost Centers by Reporting Hierarchy,MSD 1,MSD 1,high,CONFIRMED_REGION_TO_DIVISION,South East Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South East Region Cost Centers by Reporting Hierarchy > 1025 AdventHealth Medical Group Georgia,Canonical match to a region grouping in the June report,85.5,85.5,>=81.000000000000,Mar 2026,Division
Learning,45,Leader Effectiveness,2,Costing Company,1027 Surgicare of Rome Inc,Multistate Division Cost Centers by Reporting Hierarchy,MSD 1,MSD 1,high,CONFIRMED_REGION_TO_DIVISION,South East Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South East Region Cost Centers by Reporting Hierarchy > 1027 Surgicare of Rome Inc,Canonical match to a region grouping in the June report,87.8,87.8,>=81.000000000000,Mar 2026,Division
Learning,46,Leader Effectiveness,2,Costing Company,1029 AdventHealth Porter,Multistate Division Cost Centers by Reporting Hierarchy,MSD 1,MSD 1,high,CONFIRMED_REGION_TO_DIVISION,Rocky Mountain Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Rocky Mountain Region Cost Centers by Reporting Hierarchy > 1029 AdventHealth Porter,Canonical match to a region grouping in the June report,84.5,84.5,>=81.000000000000,Mar 2026,Division
Learning,47,Leader Effectiveness,2,Costing Company,1030 AdventHealth Avista,Multistate Division Cost Centers by Reporting Hierarchy,MSD 1,MSD 1,high,CONFIRMED_REGION_TO_DIVISION,Rocky Mountain Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Rocky Mountain Region Cost Centers by Reporting Hierarchy > 1030 AdventHealth Avista,Canonical match to a region grouping in the June report,85.5,85.5,>=81.000000000000,Mar 2026,Division
Learning,48,Leader Effectiveness,2,Costing Company,1031 AdventHealth Littleton,Multistate Division Cost Centers by Reporting Hierarchy,MSD 1,MSD 1,high,CONFIRMED_REGION_TO_DIVISION,Rocky Mountain Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Rocky Mountain Region Cost Centers by Reporting Hierarchy > 1031 AdventHealth Littleton,Canonical match to a region grouping in the June report,80.8,80.8,>=81.000000000000,Mar 2026,Division
Learning,49,Leader Effectiveness,2,Costing Company,1032 AdventHealth Parker,Multistate Division Cost Centers by Reporting Hierarchy,MSD 1,MSD 1,high,CONFIRMED_REGION_TO_DIVISION,Rocky Mountain Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Rocky Mountain Region Cost Centers by Reporting Hierarchy > 1032 AdventHealth Parker,Canonical match to a region grouping in the June report,84.5,84.5,>=81.000000000000,Mar 2026,Division
Learning,50,Leader Effectiveness,2,Costing Company,1033 AdventHealth Castle Rock,Multistate Division Cost Centers by Reporting Hierarchy,MSD 1,MSD 1,high,CONFIRMED_REGION_TO_DIVISION,Rocky Mountain Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Rocky Mountain Region Cost Centers by Reporting Hierarchy > 1033 AdventHealth Castle Rock,Canonical match to a region grouping in the June report,82.2,82.2,>=81.000000000000,Mar 2026,Division
Learning,51,Leader Effectiveness,2,Costing Company,1038 AdventHealth Shawnee Mission,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,high,CONFIRMED_REGION_TO_DIVISION,Mid America Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Mid America Region Cost Centers by Reporting Hierarchy > 1038 AdventHealth Shawnee Mission,Canonical match to a region grouping in the June report,84.8,84.8,>=81.000000000000,Mar 2026,Division
Learning,52,Leader Effectiveness,2,Costing Company,1039 AdventHealth South Overland Park,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,high,CONFIRMED_REGION_TO_DIVISION,Mid America Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Mid America Region Cost Centers by Reporting Hierarchy > 1039 AdventHealth South Overland Park,Canonical match to a region grouping in the June report,84.5,84.5,>=81.000000000000,Mar 2026,Division
Learning,53,Leader Effectiveness,2,Costing Company,1041 AdventHealth Surgery Center Prairie Star,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,high,CONFIRMED_REGION_TO_DIVISION,Mid America Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Mid America Region Cost Centers by Reporting Hierarchy > 1041 AdventHealth Surgery Center Prairie Star,Canonical match to a region grouping in the June report,93.0,93.0,>=81.000000000000,Mar 2026,Division
Learning,54,Leader Effectiveness,2,Costing Company,1042 AdventHealth Surgery Center Shawnee Mission,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,high,CONFIRMED_REGION_TO_DIVISION,Mid America Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Mid America Region Cost Centers by Reporting Hierarchy > 1042 AdventHealth Surgery Center Shawnee Mission,Canonical match to a region grouping in the June report,73.5,73.5,>=81.000000000000,Mar 2026,Division
Learning,55,Leader Effectiveness,2,Costing Company,1043 The Bariatric Center of Kansas City,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,high,CONFIRMED_REGION_TO_DIVISION,Mid America Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Mid America Region Cost Centers by Reporting Hierarchy > 1043 The Bariatric Center of Kansas City,Canonical match to a region grouping in the June report,89.5,89.5,>=81.000000000000,Mar 2026,Division
Learning,56,Leader Effectiveness,2,Costing Company,1044 AdventHealth Ottawa,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,high,CONFIRMED_REGION_TO_DIVISION,Mid America Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Mid America Region Cost Centers by Reporting Hierarchy > 1044 AdventHealth Ottawa,Canonical match to a region grouping in the June report,84.0,84.0,>=81.000000000000,Mar 2026,Division
Learning,57,Leader Effectiveness,2,Costing Company,1045 AdventHealth Orlando,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando,Exact facility listed under division in June report,86.2,86.2,>=81.000000000000,Mar 2026,Division
Learning,58,Leader Effectiveness,2,Costing Company,1046 AdventHealth Heart of Florida,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Heart of Florida,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1046 AdventHealth Heart of Florida,Exact facility listed under division in June report,85.0,85.0,>=81.000000000000,Mar 2026,Division
Learning,59,Leader Effectiveness,2,Costing Company,1047 AdventHealth Lake Wales,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Lake Wales,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1047 AdventHealth Lake Wales,Exact facility listed under division in June report,82.5,82.5,>=81.000000000000,Mar 2026,Division
Learning,60,Leader Effectiveness,2,Costing Company,1049 AdventHealth Total Health Management,Primary Health Division Cost Centers by Reporting Hierarchy,PHD,PHD,high,CONFIRMED_DIRECT_DIVISION,primary health cost centers by reporting hierarchy,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy > Primary Health Cost Centers by Reporting Hierarchy > 1049 AdventHealth Total Health Management,Canonical match to a division heading in the June report,84.0,84.0,>=81.000000000000,Mar 2026,Division
Learning,61,Leader Effectiveness,2,Costing Company,1050 Healthfirst AdventHealth Centra Care,Primary Health Division Cost Centers by Reporting Hierarchy,PHD,PHD,high,CONFIRMED_DIRECT_DIVISION,primary health cost centers by reporting hierarchy,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy > Primary Health Cost Centers by Reporting Hierarchy > 1050 Healthfirst AdventHealth Centra Care,Canonical match to a division heading in the June report,83.0,83.0,>=81.000000000000,Mar 2026,Division
Learning,62,Leader Effectiveness,2,Costing Company,1052 AdventHealth Medical Group Central Florida,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_DIRECT_DIVISION,central florida division cost centers by reporting hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1052 AdventHealth Medical Group Central Florida,Canonical match to a division heading in the June report,85.0,85.0,>=81.000000000000,Mar 2026,Division
Learning,63,Leader Effectiveness,2,Costing Company,1053 AdventHealth University,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_DIRECT_DIVISION,central florida division cost centers by reporting hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1053 AdventHealth University,Canonical match to a division heading in the June report,84.2,84.2,>=81.000000000000,Mar 2026,Division
Learning,64,Leader Effectiveness,2,Costing Company,1054 AdventHealth Imaging Central Florida,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_DIRECT_DIVISION,central florida division cost centers by reporting hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1054 AdventHealth Imaging Central Florida,Canonical match to a division heading in the June report,83.0,83.0,>=81.000000000000,Mar 2026,Division
Learning,65,Leader Effectiveness,2,Costing Company,1057 AdventHealth Home Health and Hospice Inc,Primary Health Division Cost Centers by Reporting Hierarchy,PHD,PHD,high,CONFIRMED_DIRECT_DIVISION,primary health cost centers by reporting hierarchy,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy > Primary Health Cost Centers by Reporting Hierarchy > 1057 AdventHealth Home Health and Hospice Inc,Canonical match to a division heading in the June report,85.8,85.8,>=81.000000000000,Mar 2026,Division
Learning,66,Leader Effectiveness,2,Costing Company,1059 AdventHealth Tampa,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Tampa,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1059 AdventHealth Tampa,Exact facility listed under division in June report,83.2,83.2,>=81.000000000000,Mar 2026,Division
Learning,67,Leader Effectiveness,2,Costing Company,1060 AdventHealth Ocala,Florida Division Cost Centers by Reporting Hierarchy,EFD,EFD,high,CONFIRMED_FACILITY_TO_DIVISION,Ocala,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > East Florida Division Cost Centers by Reporting Hierarchy > 1060 AdventHealth Ocala,Exact facility listed under division in June report,84.2,84.2,>=81.000000000000,Mar 2026,Division
Learning,68,Leader Effectiveness,2,Costing Company,1062 AdventHealth Carrollwood,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Carrollwood,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1062 AdventHealth Carrollwood,Exact facility listed under division in June report,86.0,86.0,>=81.000000000000,Mar 2026,Division
Learning,69,Leader Effectiveness,2,Costing Company,1063 AdventHealth Riverview,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Riverview,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview,Exact facility listed under division in June report,83.0,83.0,>=81.000000000000,Mar 2026,Division
Learning,70,Leader Effectiveness,2,Costing Company,1064 AdventHealth Connerton,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Connerton,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1064 AdventHealth Connerton,Exact facility listed under division in June report,84.5,84.5,>=81.000000000000,Mar 2026,Division
Learning,71,Leader Effectiveness,2,Costing Company,1065 AdventHealth Medical Group West Florida,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_DIRECT_DIVISION,west florida division cost centers by reporting hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1065 AdventHealth Medical Group West Florida,Canonical match to a division heading in the June report,85.5,85.5,>=81.000000000000,Mar 2026,Division
Learning,72,Leader Effectiveness,2,Costing Company,1066 AdventHealth Wesley Chapel,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Wesley Chapel,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1066 AdventHealth Wesley Chapel,Exact facility listed under division in June report,86.0,86.0,>=81.000000000000,Mar 2026,Division
Learning,73,Leader Effectiveness,2,Costing Company,1067 AdventHealth Zephyrhills,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Zephyrhills,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1067 AdventHealth Zephyrhills,Exact facility listed under division in June report,86.0,86.0,>=81.000000000000,Mar 2026,Division
Learning,74,Leader Effectiveness,2,Costing Company,1068 AdventHealth Dade City,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Dade City,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1068 AdventHealth Dade City,Exact facility listed under division in June report,85.8,85.8,>=81.000000000000,Mar 2026,Division
